Entrez ID;Gene symbol;Present in Signature dB;CAR Matched gene;RCDdb Matched gene;COSMIC Driver;COSMIC Tier;Category Search;RCD count;RCD form;Description;Summary;Other aliases;Chromosome;Start;End;Map location;RCDdb match gene
10810;WASF3;Yes;No;No;no driver gene;0;cancer;1;Autophagy;WASP family member 3;This gene encodes a member of the Wiskott-Aldrich syndrome protein family. The gene product is a protein that forms a multiprotein complex that links receptor kinases and actin. Binding to actin occurs through a C-terminal verprolin homology domain in all family members. The multiprotein complex serves to tranduce signals that involve changes in cell shape, motility or function. A pseudogene of this gene have been defined on chromosome 6. Alternative splicing results in multiple transcript variants [provided by RefSeq, May 2014];Brush-1, SCAR3, WAVE3;13;26539138;26688947;13q12.13;No
8976;WASL;Yes;No;No;no driver gene;0;cancer;1;Apoptosis;WASP like actin nucleation promoting factor;This gene encodes a member of the Wiskott-Aldrich syndrome (WAS) protein family. Wiskott-Aldrich syndrome proteins share similar domain structure, and associate with a variety of signaling molecules to alter the actin cytoskeleton. The encoded protein is highly expressed in neural tissues, and interacts with several proteins involved in cytoskeletal organization, including cell division control protein 42 (CDC42) and the actin-related protein-2/3 (ARP2/3) complex. The encoded protein may be involved in the formation of long actin microspikes, and in neurite extension. [provided by RefSeq, Jul 2013];N-WASP, NWASP, WASPB;7;123749002;123681942;7q31.32;No
11169;WDHD1;Yes;No;No;no driver gene;0;cancer;1;Apoptosis;WD repeat and HMG-box DNA binding protein 1;The protein encoded by this gene contains multiple N-terminal WD40 domains and a C-terminal high mobility group (HMG) box. WD40 domains are found in a variety of eukaryotic proteins and may function as adaptor/regulatory modules in signal transduction, pre-mRNA processing and cytoskeleton assembly. HMG boxes are found in many eukaryotic proteins involved in chromatin assembly, transcription and replication. Alternative splicing results in two transcript variants encoding different isoforms. [provided by RefSeq, Jul 2008];AND-1, AND1, CHTF4, CTF4;14;55027098;54938948;14q22.2-q22.3;No
55717;WDR11;Yes;No;No;no driver gene;0;cancer;1;Apoptosis;WD repeat domain 11;"This gene encodes a member of the WD repeat protein family. WD repeats are minimally conserved regions of approximately 40 amino acids typically bracketed by gly-his and trp-asp (GH-WD), which may facilitate formation of heterotrimeric or multiprotein complexes. Members of this family are involved in a variety of cellular processes, including cell cycle progression, signal transduction, apoptosis, and gene regulation. This gene is located in the chromosome 10q25-26 region, which is frequently deleted in gliomas and tumors of other tissues, and is disrupted by the t(10;19) translocation rearrangement in glioblastoma cells. The gene location suggests that it is a candidate gene for the tumor suppressor locus. [provided by RefSeq, Jul 2008]";BRWD2;10;120851305;120909524;q26.12;No
84219;WDR24;Yes;No;Yes;no driver gene;0;tumor;1;Autophagy;WD repeat domain 24;"Involved in cellular response to amino acid starvation; positive regulation of TOR signaling; and regulation of autophagy. Located in cytosol and lysosomal membrane. Part of GATOR2 complex. [provided by Alliance of Genome Resources, Apr 2022]";C16orf21, JFP7;16;690397;684621;16p13.3;Yes
80232;WDR26;Yes;No;No;no driver gene;0;tumor;1;Apoptosis;WD repeat domain 26;This gene encodes a member of the WD repeat protein family. WD repeats are minimally conserved regions of approximately 40 amino acids typically bracketed by gly-his and trp-asp (GH-WD), which may facilitate formation of heterotrimeric or multiprotein complexes. Members of this family are involved in a variety of cellular processes, including cell cycle progression, signal transduction, apoptosis, and gene regulation. Two transcript variants encoding two different isoforms have been found for this gene. [provided by RefSeq, Jul 2008];CDW2, GID7, MIP2, SKDEAS;1;224434796;224385145;1q42.11-q42.12;No
10885;WDR3;Yes;No;No;no driver gene;0;tumor;1;Apoptosis;WD repeat domain 3;This gene encodes a nuclear protein containing 10 WD repeats. WD repeats are approximately 30- to 40-amino acid domains containing several conserved residues, which usually include a trp-asp at the C-terminal end. Proteins belonging to the WD repeat family are involved in a variety of cellular processes, including cell cycle progression, signal transduction, apoptosis, and gene regulation. [provided by RefSeq, Jul 2008];DIP2, UTP12;1;117929738;117966542;1p12;No
10785;WDR4;Yes;No;No;no driver gene;0;tumor;1;Apoptosis;WD repeat domain 4;This gene encodes a member of the WD repeat protein family. WD repeats are minimally conserved regions of approximately 40 amino acids typically bracketed by gly-his and trp-asp (GH-WD), which may facilitate formation of heterotrimeric or multiprotein complexes. Members of this family are involved in a variety of cellular processes, including cell cycle progression, signal transduction, apoptosis, and gene regulation. This gene is excluded as a candidate for a form of nonsyndromic deafness (DFNB10), but is still a candidate for other disorders mapped to 21q22.3 as well as for the development of Down syndrome phenotypes. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, May 2012];GAMOS6, MIGSB, TRM82, TRMT82, Wuho, hWH;21;42892997;42843093;21q22.3;No
55255;WDR41;Yes;No;Yes;no driver gene;0;cancer;1;Autophagy;WD repeat domain 41;Contributes to guanyl-nucleotide exchange factor activity. Involved in regulation of autophagy. Located in cytoplasm. Part of guanyl-nucleotide exchange factor complex. Colocalizes with Atg1/ULK1 kinase complex. [provided by Alliance of Genome Resources, Apr 2022];MSTP048;5;77620576;77430932;5q13.3-q14.1;Yes
11091;WDR5;Yes;No;No;no driver gene;0;cancer;1;Apoptosis;WD repeat domain 5;This gene encodes a member of the WD repeat protein family. WD repeats are minimally conserved regions of approximately 40 amino acids typically bracketed by gly-his and trp-asp (GH-WD), which may facilitate formation of heterotrimeric or multiprotein complexes. Members of this family are involved in a variety of cellular processes, including cell cycle progression, signal transduction, apoptosis, and gene regulation. This protein contains 7 WD repeats. Alternatively spliced transcript variants encoding the same protein have been identified. [provided by RefSeq, Jul 2008];BIG-3, BIG3, CFAP89, SWD3;9;134135198;134159967;9q34.2;No
284403;WDR62;Yes;No;No;no driver gene;0;tumor;1;Apoptosis;WD repeat domain 62;This gene is proposed to play a role in cerebral cortical development. Mutations in this gene have been associated with microencephaly, cortical malformations, and cognitive disability. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jan 2011];C19orf14, MCPH2;19;36054896;36111144;19q13.12;No
7465;WEE1;Yes;No;No;no driver gene;0;cancer;2;Apoptosis/Mitotic catastrophe;WEE1 G2 checkpoint kinase;This gene encodes a nuclear protein, which is a tyrosine kinase belonging to the Ser/Thr family of protein kinases. This protein catalyzes the inhibitory tyrosine phosphorylation of CDC2/cyclin B kinase, and appears to coordinate the transition between DNA replication and mitosis by protecting the nucleus from cytoplasmically activated CDC2 kinase. [provided by RefSeq, Jul 2008];WEE1A, WEE1hu;11;9573669;9589984;11p15.4;No
285962;WEE2-AS1;Yes;No;No;no driver gene;0;cancer;1;Apoptosis;WEE2 antisense RNA 1;no summary available;;7;141738229;141704337;7q34;No
10406;WFDC2;Yes;No;No;no driver gene;0;cancer;1;Apoptosis;WAP four-disulfide core domain 2;This gene encodes a protein that is a member of the WFDC domain family. The WFDC domain, or WAP Signature motif, contains eight cysteines forming four disulfide bonds at the core of the protein, and functions as a protease inhibitor in many family members. This gene is expressed in pulmonary epithelial cells, and was also found to be expressed in some ovarian cancers. The encoded protein is a small secretory protein, which may be involved in sperm maturation. [provided by RefSeq, Jul 2008];EDDM4, HE4, WAP5, dJ461P17.6;20;45469752;45481531;20q13.12;No
645638;WFDC21P;Yes;No;No;no driver gene;0;tumor;2;Apoptosis/Necrosis;WAP four-disulfide core domain 21, pseudogene;"Predicted to enable enzyme activator activity. Predicted to act upstream of or within response to lipopolysaccharide; response to tumor necrosis factor; and white fat cell differentiation. Predicted to be located in extracellular space. [provided by Alliance of Genome Resources, Apr 2022]";LNCDC, linc-DC, lnc-DC;17;60088466;60083565;17q23.1;No
11197;WIF1;Yes;No;No;driver gene;1;tumor;2;Apoptosis/Autophagy;WNT inhibitory factor 1;The protein encoded by this gene functions to inhibit WNT proteins, which are extracellular signaling molecules that play a role in embryonic development. This protein contains a WNT inhibitory factor (WIF) domain and five epidermal growth factor (EGF)-like domains, and is thought to be involved in mesoderm segmentation. This gene functions as a tumor suppressor gene, and has been found to be epigenetically silenced in various cancers. [provided by RefSeq, Jun 2010];WIF-1;12;65121304;65050625;12q14.3;No
65125;WNK1;Yes;No;No;no driver gene;0;cancer;1;Autophagy;WNK lysine deficient protein kinase 1;This gene encodes a member of the WNK subfamily of serine/threonine protein kinases. The encoded protein may be a key regulator of blood pressure by controlling the transport of sodium and chloride ions. Mutations in this gene have been associated with pseudohypoaldosteronism type II and hereditary sensory neuropathy type II. Alternatively spliced transcript variants encoding different isoforms have been described but the full-length nature of all of them has yet to be determined.[provided by RefSeq, May 2010];HSAN2, HSN2, KDP, PPP1R167, PRKWNK1, PSK, p65;12;752578;911451;12p13.33;No
65268;WNK2;Yes;No;No;driver gene;2;cancer;2;Apoptosis/Autophagy;WNK lysine deficient protein kinase 2;The protein encoded by this gene is a cytoplasmic serine-threonine kinase that belongs to the protein kinase superfamily. The protein plays an important role in the regulation of electrolyte homeostasis, cell signaling survival, and proliferation. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Sep 2013];NY-CO-43, P/OKcl.13, PRKWNK2, SDCCAG43;9;93184138;93320568;9q22.31;No
65267;WNK3;Yes;No;No;no driver gene;0;cancer;1;Apoptosis;WNK lysine deficient protein kinase 3;This gene encodes a protein belonging to the 'with no lysine' family of serine-threonine protein kinases. These family members lack the catalytic lysine in subdomain II, and instead have a conserved lysine in subdomain I. This family member functions as a positive regulator of the transcellular Ca2+ transport pathway, and it plays a role in the increase of cell survival in a caspase-3-dependent pathway. Alternative splicing results in multiple transcript variants. [provided by RefSeq, May 2010];MRXS2, PRKWNK3, PRS;X;54358899;54192822;Xp11.22;No
7471;WNT1;Yes;No;No;no driver gene;0;cancer;3;Apoptosis/Autophagy/Cellular senescence;Wnt family member 1;The WNT gene family consists of structurally related genes which encode secreted signaling proteins. These proteins have been implicated in oncogenesis and in several developmental processes, including regulation of cell fate and patterning during embryogenesis. This gene is a member of the WNT gene family. It is very conserved in evolution, and the protein encoded by this gene is known to be 98% identical to the mouse Wnt1 protein at the amino acid level. The studies in mouse indicate that the Wnt1 protein functions in the induction of the mesencephalon and cerebellum. This gene was originally considered as a candidate gene for Joubert syndrome, an autosomal recessive disorder with cerebellar hypoplasia as a leading feature. However,  further studies suggested that the gene mutations might not have a significant role in Joubert syndrome. This gene is clustered with another family member, WNT10B, in the chromosome 12q13 region. [provided by RefSeq, Jul 2008];BMND16, INT1, OI15;12;48978321;48982619;12q13.12;No
80326;WNT10A;Yes;No;No;no driver gene;0;tumor;1;Apoptosis;Wnt family member 10A;The WNT gene family consists of structurally related genes which encode secreted signaling proteins. These proteins have been implicated in oncogenesis and in several developmental processes, including regulation of cell fate and patterning during embryogenesis. This gene is a member of the WNT gene family. It is strongly expressed in the cell lines of promyelocytic leukemia and Burkitt's lymphoma. In addition, it and another family member, the WNT6 gene, are strongly coexpressed in colorectal cancer cell lines. The gene overexpression may play key roles in carcinogenesis through activation of the WNT-beta-catenin-TCF signaling pathway. This gene and the WNT6 gene are clustered in the chromosome 2q35 region. [provided by RefSeq, Jul 2008];ECTD16, OODD, SSPS, STHAG4;2;218874115;218893927;2q35;No
7480;WNT10B;Yes;No;No;no driver gene;0;cancer;1;Apoptosis;Wnt family member 10B;The WNT gene family consists of structurally related genes which encode secreted signaling proteins. These proteins have been implicated in oncogenesis and in several developmental processes, including regulation of cell fate and patterning during embryogenesis. This gene is a member of the WNT gene family. It may be involved in breast cancer, and its protein signaling is likely a molecular switch that governs adipogenesis. This protein is 96% identical to the mouse Wnt10b protein at the amino acid level. This gene is clustered with another family member, WNT1, in the chromosome 12q13 region. [provided by RefSeq, Jul 2008];SHFM6, STHAG8, WNT-12;12;48971734;48965339;12q13.12;No
7481;WNT11;Yes;No;No;no driver gene;0;cancer;1;Apoptosis;Wnt family member 11;The WNT gene family consists of structurally related genes which encode secreted signaling proteins. These proteins have been implicated in oncogenesis and in several developmental processes, including regulation of cell fate and patterning during embryogenesis. This gene is a member of the WNT gene family. It encodes a protein which shows 97%, 85%, and 63% amino acid identity with mouse, chicken, and Xenopus Wnt11 protein, respectively. This gene may play roles in the development of skeleton, kidney and lung, and is considered to be a plausible candidate gene for High Bone Mass Syndrome. [provided by RefSeq, Jul 2008];HWNT11;11;76210760;76186324;11q13.5;No
51384;WNT16;Yes;No;No;no driver gene;0;cancer;1;Apoptosis;Wnt family member 16;The WNT gene family consists of structurally related genes which encode secreted signaling proteins. These proteins have been implicated in oncogenesis and in several developmental processes, including regulation of cell fate and patterning during embryogenesis. This gene is a member of the WNT gene family. It contains two transcript variants diverging at the 5' termini. These two variants are proposed to be the products of separate promoters and not to be splice variants from a single promoter. They are differentially expressed in normal tissues, one of which (variant 2) is expressed at significant levels only in the pancreas, whereas another one (variant 1) is expressed more ubiquitously with highest levels in adult kidney, placenta, brain, heart, and spleen. [provided by RefSeq, Jul 2008];;7;121325366;121341103;7q31.31;No
7472;WNT2;Yes;No;No;no driver gene;0;tumor;2;Anoikis/Apoptosis;Wnt family member 2;This gene is a member of the WNT gene family. The WNT gene family consists of structurally related genes which encode secreted signaling proteins. These proteins have been implicated in oncogenesis and in several developmental processes, including regulation of cell fate and patterning during embryogenesis. Alternatively spliced transcript variants have been identified for this gene. [provided by RefSeq, Jul 2008];INT1L1, IRP;7;117323057;117275450;7q31.2;No
7482;WNT2B;Yes;No;No;no driver gene;0;tumor;1;Apoptosis;Wnt family member 2B;This gene encodes a member of the wingless-type MMTV integration site (WNT) family of highly conserved, secreted signaling factors. WNT family members function in a variety of developmental processes including regulation of cell growth and differentiation and are characterized by a WNT-core domain. This gene may play a role in human development as well as carcinogenesis. Alternative splicing results in multiple transcript variants. [provided by RefSeq, May 2014];WNT13;1;112466540;112530164;1p13.2;No
7473;WNT3;Yes;No;No;no driver gene;0;tumor;1;Apoptosis;Wnt family member 3;The WNT gene family consists of structurally related genes which encode secreted signaling proteins. These proteins have been implicated in oncogenesis and in several developmental processes, including regulation of cell fate and patterning during embryogenesis. This gene is a member of the WNT gene family. It encodes a protein which shows 98% amino acid identity to mouse Wnt3 protein, and 84% to human WNT3A protein, another WNT gene product. The mouse studies show the requirement of Wnt3 in primary axis formation in the mouse. Studies of the gene expression suggest that this gene may play a key role in some cases of human breast, rectal, lung, and gastric cancer through activation of the WNT-beta-catenin-TCF signaling pathway. This gene is clustered with WNT15, another family member, in the chromosome 17q21 region. [provided by RefSeq, Jul 2008];INT4, TETAMS;17;46818691;46762505;17q21.31-q21.32;No
89780;WNT3A;Yes;No;No;no driver gene;0;tumor;2;Apoptosis/Autophagy;Wnt family member 3A;The WNT gene family consists of structurally related genes which encode secreted signaling proteins. These proteins have been implicated in oncogenesis and in several developmental processes, including regulation of cell fate and patterning during embryogenesis. This gene is a member of the WNT gene family. It encodes a protein which shows 96% amino acid identity to mouse Wnt3A protein, and 84% to human WNT3 protein, another WNT gene product. This gene is clustered with WNT14 gene, another family member, in chromosome 1q42 region. [provided by RefSeq, Jul 2008];;1;228006997;228061270;1q42.13;No
54361;WNT4;Yes;No;Yes;no driver gene;0;cancer;2;Apoptosis/Autophagy;Wnt family member 4;The WNT gene family consists of structurally related genes which encode secreted signaling proteins. These proteins have been implicated in oncogenesis and in several developmental processes, including regulation of cell fate and patterning during embryogenesis. This gene is a member of the WNT gene family, and is the first signaling molecule shown to influence the sex-determination cascade. It encodes a protein which shows 98% amino acid identity to the Wnt4 protein of mouse and rat. This gene and a nuclear receptor known to antagonize the testis-determining factor play a concerted role in both the control of female development and the prevention of testes formation. This gene and another two family members, WNT2 and WNT7B, may be associated with abnormal proliferation in breast tissue. Mutations in this gene can result in Rokitansky-Kuster-Hauser syndrome and in SERKAL syndrome. [provided by RefSeq, Jul 2008];SERKAL, WNT-4;1;22143096;22117312;1p36.12;Yes
7474;WNT5A;Yes;No;No;no driver gene;0;tumor;4;Apoptosis/Autophagy/Cellular senescence/Necrosis;Wnt family member 5A;The WNT gene family consists of structurally related genes which encode secreted signaling proteins. These proteins have been implicated in oncogenesis and in several developmental processes, including regulation of cell fate and patterning during embryogenesis. This gene encodes a member of the WNT family that signals through both the canonical and non-canonical WNT pathways. This protein is a ligand for the seven transmembrane receptor frizzled-5 and the tyrosine kinase orphan receptor 2. This protein plays an essential role in regulating developmental pathways during embryogenesis. This protein may also play a role in oncogenesis. Mutations in this gene are the cause of autosomal dominant Robinow syndrome. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Jan 2012];hWNT5A;3;55505262;55465714;3p14.3;No
81029;WNT5B;Yes;No;No;no driver gene;0;tumor;1;Apoptosis;Wnt family member 5B;The WNT gene family consists of structurally related genes which encode secreted signaling proteins. These proteins have been implicated in oncogenesis and in several developmental processes, including regulation of cell fate and patterning during embryogenesis. This gene is a member of the WNT gene family. It encodes a protein which shows 94% and 80% amino acid identity to the mouse Wnt5b protein and the human WNT5A protein, respectively. Alternative splicing of this gene generates 2 transcript variants. [provided by RefSeq, Jul 2008];;12;1617055;1647211;12p13.33;No
7476;WNT7A;Yes;No;No;no driver gene;0;tumor;2;Apoptosis/Cellular senescence;Wnt family member 7A;This gene is a member of the WNT gene family, which consists of structurally related genes that encode secreted signaling proteins. These proteins have been implicated in oncogenesis and in several developmental processes, including regulation of cell fate and patterning during embryogenesis. This gene is involved in the development of the anterior-posterior axis in the female reproductive tract, and also plays a critical role in uterine smooth muscle pattering and maintenance of adult uterine function. Mutations in this gene are associated with Fuhrmann and Al-Awadi/Raas-Rothschild/Schinzel phocomelia syndromes. [provided by RefSeq, Jul 2008];Wnt-7a;3;13880070;13816257;3p25.1;No
55135;WRAP53;Yes;No;No;no driver gene;0;cancer;1;Apoptosis;WD repeat containing antisense to TP53;This gene encodes an essential component of the telomerase holoenzyme complex, a ribonucleoprotein complex required for telomere synthesis. This protein is enriched in Cajal bodies, nuclear sites of RNP processing that are important for telomerase function. It interacts with dyskerin, TERT and TERC, other components of active telomerase, and with small Cajal body RNAs (scaRNAs), which are involved in modifying splicing RNAs. This mRNA also functions as a p53 antisense transcript, that regulates endogenous p53 mRNA levels and further induction of p53 protein by targeting the 5' untranslated region of p53 mRNA. Alternatively spliced transcript variants which differ only in the 5' UTR have been found for this gene. [provided by RefSeq, Mar 2011];DKCB3, TCAB1, WDR79;17;7686070;7703501;17p13.1;No
7486;WRN;Yes;No;No;driver gene;1;cancer;3;Apoptosis/Autophagy/Cellular senescence;WRN RecQ like helicase;This gene encodes a member of the RecQ subfamily of DNA helicase proteins. The encoded nuclear protein is important in the maintenance of genome stability and plays a role in DNA repair, replication, transcription and telomere maintenance. This protein contains a N-terminal 3' to 5' exonuclease domain, an ATP-dependent helicase domain and RQC (RecQ helicase conserved region) domain in its central region, and a C-terminal HRDC (helicase RNase D C-terminal) domain and nuclear localization signal. Defects in this gene are the cause of Werner syndrome, an autosomal recessive disorder characterized by accelerated aging and an elevated risk for certain cancers. [provided by RefSeq, Aug 2017];RECQ3, RECQL2, RECQL3;8;31033809;31176137;8p12;No
26118;WSB1;Yes;No;No;no driver gene;0;tumor;1;Apoptosis;WD repeat and SOCS box containing 1;This gene encodes a member of the WD-protein subfamily. This protein shares a high sequence identity to mouse and chick proteins. It contains several WD-repeats spanning most of the protein and an SOCS box in the C-terminus. Alternatively spliced transcript variants encoding distinct isoforms have been found for this gene. [provided by RefSeq, Jul 2008];SWIP1, WSB-1;17;27294113;27315925;17q11.1;No
7490;WT1;Yes;No;No;driver gene;1;tumor;3;Apoptosis/Autophagy/Cellular senescence;WT1 transcription factor;This gene encodes a transcription factor that contains four zinc-finger motifs at the C-terminus and a proline/glutamine-rich DNA-binding domain at the N-terminus. It has an essential role in the normal development of the urogenital system, and it is mutated in a small subset of patients with Wilms tumor. This gene exhibits complex tissue-specific and polymorphic imprinting pattern, with biallelic, and monoallelic expression from the maternal and paternal alleles in different tissues. Multiple transcript variants have been described. In several variants, there is evidence for the use of a non-AUG (CUG) translation initiation codon upstream of, and in-frame with the first AUG. Authors of PMID:7926762 also provide evidence that WT1 mRNA undergoes RNA editing in human and rat, and that this process is tissue-restricted and developmentally regulated. [provided by RefSeq, Mar 2015];AWT1, GUD, NPHS4, WAGR, WIT-2, WT-1, WT33;11;32435538;32387774;11p13;No
51352;WT1-AS;Yes;No;No;no driver gene;0;cancer;1;Apoptosis;WT1 antisense RNA;"This gene is located upstream of the Wilms tumor 1 (WT1) gene; these two genes are bi-directionally transcribed from the same promoter region. This gene is imprinted in kidney, with preferential expression from the paternal allele. Imprinting defects at chromosome 11p13 may contribute to tumorigenesis. [provided by RefSeq, May 2014]";WIT-1, WIT1, WT1-AS1, WT1AS;11;32435517;32458768;11p13;No
9589;WTAP;Yes;No;No;no driver gene;0;cancer;3;Autophagy/Cellular senescence/Ferroptosis;WT1 associated protein;The Wilms tumor suppressor gene WT1 appears to play a role in both transcriptional and posttranscriptional regulation of certain cellular genes. This gene encodes a WT1-associating protein, which is a ubiquitously expressed nuclear protein. Like WT1 protein, this protein is localized throughout the nucleoplasm as well as in speckles and partially colocalizes with splicing factors. Alternative splicing of this gene results in several transcript variants encoding three different isoforms. [provided by RefSeq, Jul 2012];Mum2;6;159726692;159756318;6q25.3;No
100288077;WTAPP1;Yes;No;No;no driver gene;0;cancer;1;Autophagy;WTAP pseudogene 1;no summary available;;11;102783675;102836765;11q22.2;No
126374;WTIP;Yes;No;No;no driver gene;0;cancer;1;Apoptosis;WT1 interacting protein;"Predicted to enable transcription corepressor activity. Involved in several processes, including negative regulation of hippo signaling; positive regulation of gene silencing by miRNA; and response to hypoxia. Acts upstream of or within gene silencing by miRNA. Located in P-body. [provided by Alliance of Genome Resources, Apr 2022]";;19;34481757;34512303;19q13.11;No
23286;WWC1;Yes;No;No;no driver gene;0;tumor;1;Apoptosis;WW and C2 domain containing 1;The protein encoded by this gene is a cytoplasmic phosphoprotein that interacts with PRKC-zeta and dynein light chain-1. Alleles of this gene have been found that enhance memory in some individuals. Three transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Mar 2010];HBEBP3, HBEBP36, KIBRA, MEMRYQTL, PPP1R168;5;168291644;168472302;5q34;No
51741;WWOX;Yes;No;Yes;no driver gene;0;tumor;2;Apoptosis/Autophagy;WW domain containing oxidoreductase;This gene encodes a member of the short-chain dehydrogenases/reductases (SDR) protein family. This gene spans the FRA16D common chromosomal fragile site and appears to function as a tumor suppressor gene. Expression of the encoded protein is able to induce apoptosis, while defects in this gene are associated with multiple types of cancer. Disruption of this gene is also associated with autosomal recessive spinocerebellar ataxia 12. Disruption of a similar gene in mouse results in impaired steroidogenesis, additionally suggesting a metabolic function for the protein. Alternative splicing results in multiple transcript variants. [provided by RefSeq, May 2014];D16S432E, DEE28, EIEE28, FOR, FRA16D, HHCMA56, PRO0128, SCAR12, SDR41C1, WOX1;16;78099653;79212666;16q23.1-q23.2;Yes
11059;WWP1;Yes;No;No;no driver gene;0;cancer;2;Apoptosis/Autophagy;WW domain containing E3 ubiquitin protein ligase 1;"WW domain-containing proteins are found in all eukaryotes and play an important role in the regulation of a wide variety of cellular functions such as protein degradation, transcription, and RNA splicing. This gene encodes a protein which contains 4 tandem WW domains and a HECT (homologous to the E6-associated protein carboxyl terminus) domain. The encoded protein belongs to a family of NEDD4-like proteins, which are E3 ubiquitin-ligase molecules and regulate key trafficking decisions, including targeting of proteins to proteosomes or lysosomes. Alternative splicing of this gene generates at least 6 transcript variants; however, the full length nature of these transcripts has not been defined. [provided by RefSeq, Jul 2008]";AIP5, Tiul1, hSDRP1;8;86342546;86468502;8q21.3;No
11060;WWP2;Yes;No;No;no driver gene;0;cancer;2;Apoptosis/Autophagy;WW domain containing E3 ubiquitin protein ligase 2;This gene encodes a member of the Nedd4 family of E3 ligases, which play an important role in protein ubiquitination. The encoded protein contains four WW domains and may play a role in multiple processes including chondrogenesis and the regulation of oncogenic signaling pathways via interactions with Smad proteins and the tumor suppressor PTEN. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene, and a pseudogene of this gene is located on the long arm of chromosome 10. [provided by RefSeq, Jul 2012];AIP2, WWp2-like;16;69762331;69941738;16q22.1;No
25937;WWTR1;Yes;No;Yes;driver gene;1;tumor;4;Apoptosis/Autophagy/Cellular senescence/Ferroptosis;WW domain containing transcription regulator 1;"Enables transcription coactivator activity. Involved in several processes, including hippo signaling; positive regulation of cell differentiation; and regulation of signal transduction. Located in cytosol and nuclear body. [provided by Alliance of Genome Resources, Apr 2022]";TAZ;3;149724787;149517234;3q25.1;Yes
54739;XAF1;Yes;No;No;no driver gene;0;tumor;2;Apoptosis/Autophagy;XIAP associated factor 1;This gene encodes a protein which binds to and counteracts the inhibitory effect of a member of the IAP (inhibitor of apoptosis) protein family. IAP proteins bind to and inhibit caspases which are activated during apoptosis. The proportion of IAPs and proteins which interfere with their activity, such as the encoded protein, affect the progress of the apoptosis signaling pathway. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Feb 2012];BIRC4BP, HSXIAPAF1, XIAPAF1;17;6755446;6775646;17p13.1;No
7494;XBP1;Yes;No;Yes;no driver gene;0;tumor;3;Apoptosis/Autophagy/Ferroptosis;X-box binding protein 1;This gene encodes a transcription factor that regulates MHC class II genes by binding to a promoter element referred to as an X box. This gene product is a bZIP protein, which was also identified as a cellular transcription factor that binds to an enhancer in the promoter of the T cell leukemia virus type 1 promoter. It may increase expression of viral proteins by acting as the DNA binding partner of a viral transactivator. It has been found that upon accumulation of unfolded proteins in the endoplasmic reticulum (ER), the mRNA of this gene is processed to an active form by an unconventional splicing mechanism that is mediated by the endonuclease inositol-requiring enzyme 1 (IRE1). The resulting loss of 26 nt from the spliced mRNA causes a frame-shift and an isoform XBP1(S), which is the functionally active transcription factor. The isoform encoded by the unspliced mRNA, XBP1(U), is constitutively expressed, and thought to function as a negative feedback regulator of XBP1(S), which shuts off transcription of target genes during the recovery phase of ER stress. A pseudogene of XBP1 has been identified and localized to chromosome 5. [provided by RefSeq, Jul 2008];TREB-5, TREB5, XBP-1, XBP2;22;28800568;28794559;22q12;Yes
6375;XCL1;Yes;No;No;no driver gene;0;tumor;1;Apoptosis;X-C motif chemokine ligand 1;This antimicrobial gene encodes a member of the chemokine superfamily. Chemokines function in inflammatory and immunological responses, inducing leukocyte migration and activation. The encoded protein is a member of the C-chemokine subfamily, retaining only two of four cysteines conserved in other chemokines, and is thought to be specifically chemotactic for T cells. This gene and a closely related family member are located on the long arm of chromosome 1. [provided by RefSeq, Sep 2014];ATAC, LPTN, LTN, SCM-1, SCM-1a, SCM1, SCM1A, SCYC1;1;168576604;168582068;1q24.2;No
7498;XDH;Yes;No;No;no driver gene;0;cancer;2;Apoptosis/Autophagy;xanthine dehydrogenase;Xanthine dehydrogenase belongs to the group of molybdenum-containing hydroxylases involved in the oxidative metabolism of purines. The encoded protein has been identified as a moonlighting protein based on its ability to perform mechanistically distinct functions. Xanthine dehydrogenase can be converted to xanthine oxidase by reversible sulfhydryl oxidation or by irreversible proteolytic modification. Defects in xanthine dehydrogenase cause xanthinuria, may contribute to adult respiratory stress syndrome, and may potentiate influenza infection through an oxygen metabolite-dependent mechanism. [provided by RefSeq, Jan 2014];XAN1, XO, XOR;2;31414741;31334320;2p23.1;No
