"Feature","Biological Layer","Total Cohorts","Cohorts Present","Total Algorithms","Algorithms Validating","Nomenclature","Signature","Elements","CTAB","GSI","GFC","PFC","SCS","TNC","HRC","SMC","TMC","TIC","RCD","Combined Outcome","Protective Count","Risky Count","NS Count","RCD form","Omic feature","Phenotype","Expression","RSF Importance","RSF Validation","Boruta Importance","Boruta Validation","XGBoost Importance","XGBoost Validation","MTLR Importance","MTLR Validation","Total Validated Algorithms"
"THCA-1459.7.1.P.2.7.1.1.4.2","CpG Methylation",2,"THCA_DFI_df377, THCA_PFI_df377",4,"XGBoost, RSF, Boruta, MTLR","THCA-1459.7.1.P.2.7.1.1.4.2","IRAK3",1,"THCA",1459,7,1,"P",2,7,1,1,4,2,"Protective",1,0,3,"Apoptosis/Necrosis","Methylation","TMB","Underexpression",0.0105261038549383,"Validated (>0.005)",15.0147723833327,"Validated (>0.005)",0.0072119262539617,"Validated (>0.005)",0.0563866596149772,"Validated (>0.005)",4
"PRAD-496.5.3.P.3.14.11.1.2.1","Transcript",2,"PRAD_DFI_df374, PRAD_PFI_df374",4,"Boruta, XGBoost, RSF, MTLR","PRAD-496.5.3.P.3.14.11.1.2.1","(ENST00000313401 + ENST00000563945 + ENST00000370009 + ENST00000417262 + ENST00000469475 + ENST00000340384 + ENST00000267294)",7,"PRAD",496,5,3,"P",3,14,11,1,2,1,"Risky",0,2,2,"Apoptosis","Transcript","TSM","Overexpression",0.00862022514660801,"Validated (>0.005)",4.7199334046959,"Validated (>0.005)",0.0155799576949763,"Validated (>0.005)",0.0547525155117818,"Validated (>0.005)",4
"PRAD-660.5.3.P.3.14.14.1.4.1","Transcript",2,"PRAD_DFI_df374, PRAD_PFI_df374",4,"Boruta, XGBoost, RSF, MTLR","PRAD-660.5.3.P.3.14.14.1.4.1","(ENST00000475721 + ENST00000306897 + ENST00000580965 + ENST00000511615)",4,"PRAD",660,5,3,"P",3,14,14,1,4,1,"Risky",0,2,2,"Autophagy","Transcript","TSM","Overexpression",0.0120506417339479,"Validated (>0.005)",5.03643251644541,"Validated (>0.005)",0.0223561741707557,"Validated (>0.005)",0.0826239767351002,"Validated (>0.005)",4
"PRAD-733.5.3.P.1.43.43.2.4.1","Transcript",2,"PRAD_DFI_df374, PRAD_PFI_df374",4,"Boruta, XGBoost, RSF, MTLR","PRAD-733.5.3.P.1.43.43.2.4.1","(ENST00000541567 + ENST00000358625)",2,"PRAD",733,5,3,"P",1,43,43,2,4,1,"Risky",0,3,1,"Apoptosis","Transcript","TSM","Unchanged",0.00813748530088883,"Validated (>0.005)",5.05435050939136,"Validated (>0.005)",0.010544602770046,"Validated (>0.005)",0.0668632279585586,"Validated (>0.005)",4
"TGCT-270.5.3.N.2.14.14.2.3.1","Transcript",2,"TGCT_DFI_df377, TGCT_PFI_df377",4,"Boruta, XGBoost, RSF, MTLR","TGCT-270.5.3.N.2.14.14.2.3.1","(ENST00000507278 + ENST00000432832 + ENST00000368547 + ENST00000579431 + ENST00000493422 + ENST00000539163 + ENST00000288167 + ENST00000592070)",8,"TGCT",270,5,3,"N",2,14,14,2,3,1,"Risky",0,2,2,"Apoptosis","Transcript","TSM","Underexpression",0.0262965279076367,"Validated (>0.005)",5.94344567642085,"Validated (>0.005)",0.0151595851539741,"Validated (>0.005)",0.589100643551633,"Validated (>0.005)",4
"TGCT-311.5.3.N.3.20.20.3.4.1","Transcript",2,"TGCT_DFI_df377, TGCT_PFI_df377",4,"Boruta, XGBoost, RSF, MTLR","TGCT-311.5.3.N.3.20.20.3.4.1","(ENST00000605570 + ENST00000370282)",2,"TGCT",311,5,3,"N",3,20,20,3,4,1,"Protective",1,0,3,"Apoptosis","Transcript","TSM","Overexpression",0.0321307345669976,"Validated (>0.005)",6.08724011781327,"Validated (>0.005)",0.0604214434386252,"Validated (>0.005)",0.497595985266479,"Validated (>0.005)",4
"TGCT-656.5.3.P.3.14.14.2.4.3","Transcript",2,"TGCT_DFI_df377, TGCT_PFI_df377",4,"Boruta, XGBoost, RSF, MTLR","TGCT-656.5.3.P.3.14.14.2.4.3","ENST00000537869",1,"TGCT",656,5,3,"P",3,14,14,2,4,3,"Risky",0,2,2,"Apoptosis/Autophagy/Ferroptosis","Transcript","TSM","Overexpression",0.0234541310845832,"Validated (>0.005)",4.20443347201669,"Validated (>0.005)",0.0537171706432304,"Validated (>0.005)",0.387906229228154,"Validated (>0.005)",4
"PRAD-2254.6.3.P.1.14.43.1.4.2","mRNA",2,"PRAD_DFI_df374, PRAD_PFI_df374",4,"Boruta, XGBoost, RSF, MTLR","PRAD-2254.6.3.P.1.14.43.1.4.2","MEN1",1,"PRAD",2254,6,3,"P",1,14,43,1,4,2,"Risky",0,2,2,"Apoptosis/Ferroptosis","mRNA","TSM","Unchanged",0.0119831462936849,"Validated (>0.005)",4.42715723032287,"Validated (>0.005)",0.0161045407912345,"Validated (>0.005)",0.0669900323017992,"Validated (>0.005)",4
"PRAD-375.6.3.N.2.95.95.2.4.1","mRNA",2,"PRAD_DFI_df374, PRAD_PFI_df374",4,"Boruta, XGBoost, RSF, MTLR","PRAD-375.6.3.N.2.95.95.2.4.1","(CYP11A1 + DCC + MT1A)",3,"PRAD",375,6,3,"N",2,95,95,2,4,1,"Meaningful Protective",4,0,0,"Apoptosis","mRNA","TSM","Underexpression",0.0236243159387473,"Validated (>0.005)",6.83904006373345,"Validated (>0.005)",0.0526304705333948,"Validated (>0.005)",0.0795297600557119,"Validated (>0.005)",4
"PRAD-958.6.3.N.1.93.20.4.4.1","mRNA",2,"PRAD_DFI_df374, PRAD_PFI_df374",4,"XGBoost, Boruta, RSF, MTLR","PRAD-958.6.3.N.1.93.20.4.4.1","(PIP + SEMA3E)",2,"PRAD",958,6,3,"N",1,93,20,4,4,1,"Protective",3,0,1,"Apoptosis","mRNA","TSM","Unchanged",0.0160088499583394,"Validated (>0.005)",16.1680243249261,"Validated (>0.005)",0.00562803599678981,"Validated (>0.005)",0.0733479601006163,"Validated (>0.005)",4
"TGCT-821.6.3.P.3.4.14.1.1.1","mRNA",2,"TGCT_DFI_df377, TGCT_PFI_df377",4,"Boruta, XGBoost, RSF, MTLR","TGCT-821.6.3.P.3.4.14.1.1.1","PES1",1,"TGCT",821,6,3,"P",3,4,14,1,1,1,"Risky",0,1,3,"Autophagy","mRNA","TSM","Overexpression",0.0616835351718208,"Validated (>0.005)",6.04982214598473,"Validated (>0.005)",0.0353597468851631,"Validated (>0.005)",0.390322679974481,"Validated (>0.005)",4
"TGCT-839.6.3.P.2.14.14.4.4.1","mRNA",2,"TGCT_DFI_df377, TGCT_PFI_df377",4,"Boruta, XGBoost, RSF, MTLR","TGCT-839.6.3.P.2.14.14.4.4.1","PSMA6",1,"TGCT",839,6,3,"P",2,14,14,4,4,1,"Risky",0,2,2,"Apoptosis","mRNA","TSM","Underexpression",0.0295903039156681,"Validated (>0.005)",4.22754554511059,"Validated (>0.005)",0.0358366581184704,"Validated (>0.005)",0.368908853800494,"Validated (>0.005)",4
"LAML-33.5.3.P.2.1.1.4.4.1","Transcript",1,"LAML_OS_df377",4,"Boruta, XGBoost, RSF, MTLR","LAML-33.5.3.P.2.1.1.4.4.1","(ENST00000305885 + ENST00000230056 + ENST00000320270)",3,"LAML",33,5,3,"P",2,1,1,4,4,1,"Risky",0,1,3,"Apoptosis","Transcript","TSM","Underexpression",0.00648594733291781,"Validated (>0.005)",11.4141196045921,"Validated (>0.005)",0.0212416953821323,"Validated (>0.005)",0.109095171046372,"Validated (>0.005)",4
"KIRP-805.5.3.N.2.44.31.2.4.3","Transcript",4,"KIRP_DFI_df377, KIRP_DSS_df377, KIRP_OS_df377, KIRP_PFI_df377",3,"XGBoost, Boruta, RSF","KIRP-805.5.3.N.2.44.31.2.4.3","ENST00000510710",1,"KIRP",805,5,3,"N",2,44,31,2,4,3,"Meaningful Risky",0,4,0,"Apoptosis/Autophagy/Necrosis","Transcript","TSM","Underexpression",0.0110346886249761,"Validated (>0.005)",1.67773173512029,"Validated (>0.005)",0.00862841746291331,"Validated (>0.005)",0.0137540515931291,"Validated (>0.005)",4
