"Cohort","Primary_Signature","Primary_Omic_Token","color_var_Partner","Partner_Omic_Token","Interaction_Strength","Spearman_HighZone_CrossTalk","PValue_HighZone","Spearman_MidZone_CrossTalk","PValue_MidZone","Mathematical_Classification"
"STAD_PFI_df157","STAD-333.5.3.N.2.35.44.1.4.3",5,"STAD-2974.6.3.N.3.11.11.3.4.2",6,0.001061,0.3448,0.000196820633878531,0.6579,6.52672722380547e-29,"SYNERGY (Hazard Amplification)"
"STAD_PFI_df157","STAD-1512.5.3.N.3.35.31.3.4.7",5,"STAD-3031.4.3.N.3.44.35.3.4.2",4,0.000914,-0.3477,0.000172403172449061,0.0494,0.463378884978234,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-749.5.3.N.2.43.11.1.4.3",5,"STAD-2005.5.3.P.3.89.20.2.4.1",5,0.001025,0.5846,1.31222973567416e-11,0.0103,0.878265114240018,"SYNERGY (Hazard Amplification)"
"STAD_PFI_df157","STAD-586.5.3.N.2.35.1.1.4.4",5,"STAD-434.5.3.N.3.14.11.3.4.1",5,0.000712,-0.7599,2.6541536250742e-22,0.1873,0.00510970298096389,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-1473.5.3.N.1.31.1.3.2.5",5,"STAD-2338.7.1.P.3.30.71.2.3.1",7,0.001043,0.441,1.01161587299764e-06,-0.5334,1.00796525206518e-17,"SYNERGY (Hazard Amplification)"
"STAD_PFI_df157","STAD-1626.5.3.P.3.20.87.1.4.5",5,"STAD-1520.5.3.P.3.2.2.2.4.3",5,0.001032,-0.7585,3.49212849971495e-22,-0.0381,0.572607713986545,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-487.5.2.N.2.44.44.1.4.1",5,"STAD-2150.7.3.P.2.31.64.1.4.4",7,0.001178,-0.3489,0.000162960445708225,0.1893,0.00465925212915154,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-2144.7.1.P.2.35.71.1.4.4",7,"STAD-1972.5.3.P.3.26.7.2.4.3",5,0.000821,0.1803,0.0571682490377099,0.5688,1.62697217987223e-20,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"STAD_PFI_df157","STAD-1951.5.3.P.3.2.2.2.4.3",5,"STAD-2851.7.3.P.3.44.71.3.4.4",7,0.001039,0.2656,0.00465357186104142,-0.1703,0.0110477573068346,"SYNERGY (Hazard Amplification)"
"STAD_PFI_df157","STAD-403.5.2.N.2.44.44.1.4.1",5,"STAD-1590.5.3.N.3.1.1.3.2.5",5,0.000955,-0.1351,0.155430067255704,-0.0711,0.291310356111906,"NEUTRAL (Contextual Noise)"
"STAD_PFI_df157","STAD-203.6.3.N.2.43.14.1.4.1",6,"STAD-118.6.3.P.3.26.26.1.4.3",6,0.000308,-0.2248,0.0171919884676681,0.1332,0.0474566178088844,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-2138.6.3.N.3.44.1.3.4.1",6,"STAD-603.5.3.N.2.35.35.1.4.5",5,0.000966,-0.4666,1.9006995028759e-07,0.1183,0.0793076968436696,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-1864.5.3.N.3.5.5.3.4.1",5,"STAD-263.6.3.P.3.95.95.1.4.2",6,0.000834,-0.7987,3.07255788865303e-26,0.1763,0.00125703654891638,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-1521.5.1.N.1.35.4.3.4.1",5,"STAD-2338.7.1.P.3.30.71.2.3.1",7,0.001009,-0.2283,0.0150320159211089,0.1891,0.00450489289782944,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-953.6.3.N.3.35.35.3.2.2",6,"STAD-646.5.3.N.3.35.35.3.4.1",5,0.000598,-0.2964,0.00150974093987362,0.1767,0.00830570467788443,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-1403.6.1.N.1.31.31.2.4.1",6,"STAD-2234.7.3.N.3.35.2.4.4.3",7,0.000866,-0.1287,0.176338282575818,-0.5821,1.57249291781227e-21,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"STAD_PFI_df157","STAD-1299.7.3.N.3.1.20.1.2.1",7,"STAD-274.7.3.P.3.35.64.2.4.2",7,0.000895,-0.2378,0.011593483628305,-0.5612,8.14055918464561e-20,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-357.5.3.N.3.35.35.3.4.2",5,"STAD-762.5.3.P.3.64.89.1.4.1",5,0.000857,0.3451,0.000181627132951847,-0.166,0.0134749217447126,"SYNERGY (Hazard Amplification)"
"STAD_PFI_df157","STAD-1518.5.2.N.3.31.31.3.4.1",5,"STAD-2467.6.3.P.3.7.95.1.4.1",6,0.000905,0.139,0.143712834960936,0.0108,0.873186686854746,"NEUTRAL (Contextual Noise)"
"STAD_PFI_df157","STAD-59.6.3.N.1.44.44.3.4.1",6,"STAD-2808.6.3.P.3.69.95.1.4.2",6,0.001056,0.3541,0.000128125235691787,0.4029,4.50735322575154e-10,"SYNERGY (Hazard Amplification)"
"STAD_PFI_df157","STAD-1775.5.3.N.3.43.11.3.4.1",5,"STAD-2851.7.3.P.3.44.71.3.4.4",7,0.000899,-0.674,6.03177083645518e-17,0.4661,4.87065292293702e-19,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-3015.4.3.P.3.2.2.1.2.3",4,"STAD-253.6.3.N.2.30.35.1.4.1",6,0.001018,-0.3894,2.19540953098837e-05,0.4007,5.71028963343712e-10,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-1363.6.3.P.3.95.20.1.4.2",6,"STAD-1519.5.3.P.3.93.95.2.3.5",5,0.000898,0.8053,5.83699779234286e-27,-0.3611,3.27961831214951e-08,"SYNERGY (Hazard Amplification)"
"STAD_PFI_df157","STAD-2500.6.3.N.3.30.4.3.4.3",6,"STAD-869.7.1.P.2.43.62.1.4.1",7,0.000925,0.1042,0.274029409131168,0.4712,1.00587407766745e-13,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"STAD_PFI_df157","STAD-1515.5.2.N.3.14.14.2.4.2",5,"STAD-1527.5.3.N.2.1.1.1.4.3",5,0.000535,-0.2776,0.00304169082990207,0.0179,0.790254235213035,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-951.6.3.N.2.35.30.1.4.1",6,"STAD-2851.7.3.P.3.44.71.3.4.4",7,0.000896,-0.5718,4.53244302946282e-11,-0.5295,1.91998278584294e-17,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-1615.5.3.N.2.1.1.1.4.5",5,"STAD-1911.5.3.N.2.5.5.1.4.2",5,0.001,-0.6604,2.2557405667094e-17,-0.0648,0.250068101002931,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-149.6.3.N.3.35.1.3.2.2",6,"STAD-2851.7.3.P.3.44.71.3.4.4",7,0.00087,0.2662,0.00455641977561642,-0.1184,0.0783026712615141,"SYNERGY (Hazard Amplification)"
"STAD_PFI_df157","STAD-1598.5.3.N.2.44.4.1.2.1",5,"STAD-361.5.3.N.3.35.34.3.4.2",5,0.000917,-0.2916,0.00180871591153433,-0.0991,0.140983068034709,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-896.7.3.P.2.35.71.1.4.1",7,"STAD-891.6.3.N.3.1.1.3.2.3",6,0.000668,-0.7093,2.10618737313195e-18,-0.4337,1.34374871663815e-11,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-489.5.2.N.3.35.35.3.4.1",5,"STAD-470.5.3.P.3.95.22.1.4.1",5,0.000936,0.5597,1.40777956405691e-10,-0.4845,1.79769680035227e-14,"SYNERGY (Hazard Amplification)"
"STAD_PFI_df157","STAD-1858.5.3.N.2.11.11.1.4.5",5,"STAD-2416.7.1.P.3.1.64.2.4.2",7,0.000943,-0.3919,1.77001611538131e-05,0.007,0.917234464580492,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-1873.5.3.N.3.44.30.3.2.2",5,"STAD-427.5.3.P.3.95.93.1.4.2",5,0.000535,0.0894,0.34830101495928,-0.3597,2.61827908357779e-08,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"STAD_PFI_df157","STAD-2174.7.1.P.3.31.64.3.4.1",7,"STAD-674.5.3.N.2.31.31.2.4.4",5,0.000757,0.3436,0.00020804749016283,-0.4538,1.12281373974493e-12,"SYNERGY (Hazard Amplification)"
"STAD_PFI_df157","STAD-2280.6.3.N.3.44.44.3.2.3",6,"STAD-1740.5.3.P.3.69.71.2.4.3",5,0.000728,-0.7355,1.7273329592178e-20,-0.28,2.29473128626441e-05,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-62.6.3.N.2.12.11.1.4.1",6,"STAD-975.6.3.N.2.11.11.1.2.2",6,0.00071,0.4128,6.09828076860135e-06,-0.6353,1.69193448083495e-26,"SYNERGY (Hazard Amplification)"
"STAD_PFI_df157","STAD-1286.7.3.N.3.71.11.1.4.1",7,"STAD-1632.5.3.P.3.93.62.2.4.1",5,0.000767,0.5987,3.13503033253463e-12,0.2876,1.34118376846875e-05,"SYNERGY (Hazard Amplification)"
"STAD_PFI_df157","STAD-550.5.3.N.3.44.31.3.4.2",5,"STAD-356.5.3.N.3.44.44.3.2.1",5,0.000607,0.0763,0.424246846702252,0.5641,4.7037998322022e-20,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"STAD_PFI_df157","STAD-1757.5.3.P.3.26.71.1.4.3",5,"STAD-2338.7.1.P.3.30.71.2.3.1",7,0.000773,0.0042,0.96492517809293,-0.1088,0.105839993617841,"NEUTRAL (Contextual Noise)"
"STAD_PFI_df157","STAD-2311.7.3.P.1.1.71.3.4.4",7,"STAD-2338.7.1.P.3.30.71.2.3.1",7,0.000756,-0.3032,0.00115444980403108,-0.0607,0.367711218977821,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-758.5.3.N.2.11.43.1.4.1",5,"STAD-789.5.3.P.2.71.64.3.4.1",5,0.000709,-0.5126,7.57968957571599e-09,-0.5193,9.89414175660549e-17,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-2193.7.1.P.2.31.64.1.4.1",7,"STAD-263.6.3.P.3.95.95.1.4.2",6,0.000658,-0.1825,0.0541188538323617,-0.0131,0.846635316762164,"NEUTRAL (Contextual Noise)"
"STAD_PFI_df157","STAD-1454.5.3.N.3.43.35.3.4.2",5,"STAD-1998.5.3.P.2.64.20.3.2.1",5,0.000758,-0.2266,0.0162583956150693,-0.5086,3.32000498713312e-16,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-2873.6.2.N.2.35.35.1.4.2",6,"STAD-674.5.3.N.2.31.31.2.4.4",5,0.000663,-0.7555,6.20261343665886e-22,-0.0167,0.803283076361756,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-2366.6.3.P.3.9.9.1.4.2",6,"STAD-418.5.3.N.2.44.44.1.4.4",5,0.000674,-0.514,6.7722819553205e-09,-0.2136,0.00136404206809192,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-187.6.3.N.2.1.1.1.4.2",6,"STAD-1199.6.3.P.3.95.69.1.4.1",6,0.000612,0.6576,3.35646687098012e-15,-0.3514,7.50327827230455e-08,"SYNERGY (Hazard Amplification)"
"STAD_PFI_df157","STAD-1954.5.3.P.2.64.64.4.4.2",5,"STAD-2074.5.3.N.3.11.11.3.4.2",5,0.000809,-0.1072,0.239725145218189,-0.4202,2.99237710081716e-15,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"STAD_PFI_df157","STAD-2171.6.1.P.3.93.69.1.4.2",6,"STAD-263.6.3.P.3.95.95.1.4.2",6,0.000633,0.1901,0.0447352621169661,0.0602,0.371092439676961,"NEUTRAL (Contextual Noise)"
"STAD_PFI_df157","STAD-2128.7.1.P.2.35.64.1.4.1",7,"STAD-2851.7.3.P.3.44.71.3.4.4",7,0.000746,-0.0468,0.623781044950596,0.177,0.00822295701779891,"NEUTRAL (Contextual Noise)"
"STAD_PFI_df157","STAD-558.5.3.N.1.35.44.3.4.1",5,"STAD-2162.7.3.P.2.43.7.4.4.1",7,0.000631,0.5727,4.17734927658942e-11,-0.38,4.8951457922884e-09,"SYNERGY (Hazard Amplification)"
"STAD_PFI_df157","STAD-438.5.3.N.3.35.5.3.2.3",5,"STAD-1054.4.3.N.2.35.34.1.4.3",4,0.000582,0.312,0.00080987604110122,-0.407,2.87535613721811e-10,"SYNERGY (Hazard Amplification)"
"STAD_PFI_df157","STAD-727.5.3.N.1.15.15.3.4.1",5,"STAD-337.5.3.P.3.20.20.2.4.2",5,0.000617,0.6156,5.10226375374188e-13,-0.2351,0.00041132633760852,"SYNERGY (Hazard Amplification)"
"STAD_PFI_df157","STAD-2210.6.1.P.1.71.71.1.4.1",6,"STAD-2338.7.1.P.3.30.71.2.3.1",7,0.000592,0.5369,7.38584760335371e-10,-0.1376,0.041447446184186,"SYNERGY (Hazard Amplification)"
"STAD_PFI_df157","STAD-2451.7.3.N.1.41.34.4.4.2",7,"STAD-1527.5.3.N.2.1.1.1.4.3",5,0.000576,-0.2966,0.0014953751286456,0.4431,4.3150922820833e-12,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-765.5.3.N.2.35.35.1.2.4",5,"STAD-263.6.3.P.3.95.95.1.4.2",6,0.000589,0.5894,8.07300053315753e-12,-0.2816,2.05927146574702e-05,"SYNERGY (Hazard Amplification)"
"STAD_PFI_df157","STAD-1140.6.3.N.2.44.44.1.4.5",6,"STAD-2569.7.3.P.3.14.62.2.4.2",7,0.000532,0.0102,0.91466309578064,0.556,4.58066751888184e-20,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"STAD_PFI_df157","STAD-1031.6.2.N.2.44.44.1.4.1",6,"STAD-340.5.3.P.3.93.26.1.4.1",5,0.000576,0.5753,3.24643578072693e-11,-0.3283,5.31332547857751e-07,"SYNERGY (Hazard Amplification)"
"STAD_PFI_df157","STAD-343.5.1.P.3.7.71.1.4.2",5,"STAD-2215.6.3.P.2.20.26.2.4.1",6,0.000627,-0.1493,0.114598696395241,-0.3747,8.94662890876547e-09,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"STAD_PFI_df157","STAD-984.7.3.P.3.43.71.4.4.1",7,"STAD-99.6.3.N.2.44.43.1.4.2",6,0.000547,0.2421,0.0101024467421871,0.5485,7.81562766770939e-19,"SYNERGY (Hazard Amplification)"
"STAD_PFI_df157","STAD-476.5.3.N.3.1.31.3.4.4",5,"STAD-2416.7.1.P.3.1.64.2.4.2",7,0.000591,-0.3917,1.78452961243894e-05,0.0899,0.182180613843331,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-1785.5.1.N.2.34.35.1.4.1",5,"STAD-3031.4.3.N.3.44.35.3.4.2",4,0.000473,-0.5351,1.22068634129233e-09,0.0334,0.618696679522537,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-2023.5.3.N.2.31.1.1.4.5",5,"STAD-2338.7.1.P.3.30.71.2.3.1",7,0.00053,-0.427,2.66000919466617e-06,-0.2301,0.000517043228048663,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-2664.6.3.N.3.44.14.3.4.2",6,"STAD-651.5.3.P.2.2.22.3.4.1",5,0.000561,0.6107,8.73334647196721e-13,-0.2595,9.15520454454971e-05,"SYNERGY (Hazard Amplification)"
"STAD_PFI_df157","STAD-313.7.3.P.3.44.71.3.4.1",7,"STAD-2217.6.3.N.2.15.15.1.4.1",6,0.000479,-0.5182,4.87138983996621e-09,0.1105,0.100541195444083,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-471.5.3.N.3.30.31.3.4.2",5,"STAD-2851.7.3.P.3.44.71.3.4.4",7,0.000493,-0.5965,3.92511896076553e-12,0.2648,6.46849698195514e-05,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-1469.5.3.N.2.5.11.1.4.2",5,"STAD-2005.5.3.P.3.89.20.2.4.1",5,0.000505,0.572,2.98004537487942e-11,-0.1368,0.0127129114368491,"SYNERGY (Hazard Amplification)"
"STAD_PFI_df157","STAD-1588.5.2.N.2.4.35.1.4.1",5,"STAD-1911.5.3.N.2.5.5.1.4.2",5,0.000553,-0.1492,0.105294480110687,-0.2923,7.61461322650612e-08,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"STAD_PFI_df157","STAD-1453.5.1.N.3.44.44.2.4.2",5,"STAD-2338.7.1.P.3.30.71.2.3.1",7,0.000507,-0.3706,5.75168870543497e-05,0.3997,4.42801293581514e-10,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-1531.5.3.N.3.31.31.3.4.2",5,"STAD-2338.7.1.P.3.30.71.2.3.1",7,0.000476,-0.5391,8.62762694193253e-10,-0.057,0.397326729556475,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-2584.6.2.N.3.35.1.3.4.2",6,"STAD-382.5.3.N.2.35.35.1.4.2",5,0.000507,-0.3459,0.000174927842375763,0.5313,1.43515592565699e-17,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-2042.5.1.N.2.44.44.1.4.2",5,"STAD-131.7.1.P.2.35.62.1.4.1",7,0.000505,0.673,3.21793505253072e-16,-0.3317,1.81658739709427e-07,"SYNERGY (Hazard Amplification)"
"STAD_PFI_df157","STAD-479.5.3.N.3.44.44.3.4.1",5,"STAD-1282.6.3.P.3.71.95.1.4.2",6,0.000407,-0.2611,0.00542396504256328,0.3738,9.06888150166612e-09,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-1482.5.3.P.3.20.22.2.4.2",5,"STAD-2851.7.3.P.3.44.71.3.4.4",7,0.000411,0.5472,3.58100761170444e-10,-0.4276,3.41268178695946e-16,"SYNERGY (Hazard Amplification)"
"STAD_PFI_df157","STAD-2014.5.3.N.3.44.11.3.2.3",5,"STAD-2234.7.3.N.3.35.2.4.4.3",7,0.000446,-0.6669,7.42630894541183e-16,-0.4298,1.74179262766315e-11,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-1888.5.3.N.2.31.31.1.4.1",5,"STAD-2851.7.3.P.3.44.71.3.4.4",7,0.000469,-0.3196,0.000497287798251834,0.3501,5.96016380428723e-11,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-61.6.3.N.2.44.35.1.4.1",6,"STAD-646.5.3.N.3.35.35.3.4.1",5,0.000466,-0.6257,1.62383176865264e-13,0.0532,0.429951177105743,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-410.5.3.P.3.95.20.1.4.1",5,"STAD-2215.6.3.P.2.20.26.2.4.1",6,0.000511,0.076,0.425836888875259,0.2933,8.86187453845106e-06,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"STAD_PFI_df157","STAD-1847.5.3.N.2.11.44.1.4.1",5,"STAD-831.5.3.N.2.35.34.1.4.1",5,0.000475,-0.3522,0.000130177227758104,-0.0217,0.743708577206085,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-2127.7.1.P.1.1.71.3.4.1",7,"STAD-1119.7.1.P.3.5.39.3.4.1",7,0.00035,0.3629,7.80694883382013e-05,-0.2809,2.25008850747469e-05,"SYNERGY (Hazard Amplification)"
"STAD_PFI_df157","STAD-2238.6.3.N.1.11.14.3.4.2",6,"STAD-263.6.3.P.3.95.95.1.4.2",6,0.000368,-0.6001,1.09028239265883e-12,0.4718,1.23182349688038e-19,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-2803.6.3.N.1.35.5.3.4.2",6,"STAD-651.5.3.P.2.2.22.3.4.1",5,0.000401,0.278,0.00299431709834953,0.5488,5.13653101922412e-19,"SYNERGY (Hazard Amplification)"
"STAD_PFI_df157","STAD-1483.5.3.N.3.1.1.3.4.4",5,"STAD-2035.5.3.P.3.13.13.4.4.1",5,0.000464,0.267,0.00425648248738671,-0.0618,0.359376764183666,"SYNERGY (Hazard Amplification)"
"STAD_PFI_df157","STAD-2924.6.3.N.2.44.14.1.4.4",6,"STAD-2369.7.3.N.3.71.43.2.4.3",7,0.000395,-0.4932,3.29901102218269e-08,-0.3147,1.70770073014509e-06,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-1446.5.3.N.3.35.31.3.4.6",5,"STAD-2906.6.2.N.2.34.43.1.4.4",6,0.000382,-0.6061,1.42608210913286e-12,0.0536,0.426475730834186,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-183.6.1.P.3.7.9.1.4.2",6,"STAD-2851.7.3.P.3.44.71.3.4.4",7,0.000384,-0.3438,0.000206034454162985,0.188,0.00494147977685027,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-1068.4.3.P.3.22.22.1.4.1",4,"STAD-2015.5.3.N.2.69.64.1.4.1",5,0.000373,-0.575,3.34377402498539e-11,-0.0707,0.293453290423192,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-393.5.3.N.2.44.5.1.4.2",5,"STAD-2416.7.1.P.3.1.64.2.4.2",7,0.000391,-0.5442,5.56095815724228e-10,-0.4197,6.93943537535447e-11,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-2855.6.3.N.3.31.1.3.4.4",6,"STAD-2393.6.3.P.3.26.93.1.4.1",6,0.000346,0.4852,5.88220906220299e-08,-0.109,0.10525721133474,"SYNERGY (Hazard Amplification)"
"STAD_PFI_df157","STAD-1516.5.3.N.3.14.14.2.4.2",5,"STAD-131.7.1.P.2.35.62.1.4.1",7,0.000364,-0.4533,3.63204855904213e-07,0.5077,8.13019291748381e-16,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-1923.5.3.N.2.44.14.2.4.4",5,"STAD-482.5.3.N.2.44.44.1.4.1",5,0.000386,-0.2593,0.00576268826488501,0.2511,0.000146051192726672,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-1746.5.2.N.3.35.4.3.2.1",5,"STAD-751.5.3.N.3.44.35.3.4.1",5,0.00033,0.2489,0.00813591681495902,0.4204,5.78050957146409e-11,"SYNERGY (Hazard Amplification)"
"STAD_PFI_df157","STAD-252.7.3.P.2.35.64.1.4.1",7,"STAD-413.5.3.N.2.1.15.1.4.5",5,0.000277,-0.5779,2.53232054834763e-11,-0.3437,1.49557988512184e-07,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-2990.4.3.P.3.95.2.1.4.1",4,"STAD-2416.7.1.P.3.1.64.2.4.2",7,0.000309,0.3554,0.000112063158147025,-0.3844,2.89468007474383e-09,"SYNERGY (Hazard Amplification)"
"STAD_PFI_df157","STAD-401.5.3.N.2.44.44.1.4.2",5,"STAD-418.5.3.N.2.44.44.1.4.4",5,0.000191,0.1745,0.0656930516712414,0.3402,2.04401163688504e-07,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"STAD_PFI_df157","STAD-3001.4.3.N.2.42.42.1.4.4",4,"STAD-475.5.3.N.2.44.35.1.4.2",5,0.000197,-0.3782,3.93231356648824e-05,-0.3451,1.23941370078633e-07,"ANTAGONISM (Rescue/Protective Effect)"
"STAD_PFI_df157","STAD-2697.6.1.N.2.44.44.1.4.2",6,"STAD-2692.7.1.N.3.95.4.4.4.1",7,0.000153,-0.0985,0.301493254125771,0.0224,0.735041320405076,"NEUTRAL (Contextual Noise)"
"STAD_PFI_df157","STAD-1289.6.3.N.1.30.31.3.4.3",6,"STAD-287.6.3.N.3.35.1.3.2.2",6,0.000105,0.3431,0.000212997687338053,0.3791,5.36548043029171e-09,"SYNERGY (Hazard Amplification)"
"STAD_PFI_df157","STAD-888.6.3.N.1.35.44.3.2.1",6,"STAD-2851.7.3.P.3.44.71.3.4.4",7,6.2e-05,0.2944,0.00163083208401463,-0.0979,0.146078148112592,"SYNERGY (Hazard Amplification)"
"TGCT_DFI_df377","TGCT-311.5.3.N.3.20.20.3.4.1",5,"TGCT-598.5.3.N.2.14.11.2.3.2",5,0.041737,0.7511,6.3413386605538e-06,0.2194,0.107573652094481,"SYNERGY (Hazard Amplification)"
"TGCT_DFI_df377","TGCT-655.5.3.N.2.20.21.1.4.1",5,"TGCT-623.5.3.P.1.26.7.2.3.5",5,0.073443,0.6978,8.02131323537998e-05,-0.0263,0.848751860504808,"SYNERGY (Hazard Amplification)"
"TGCT_DFI_df377","TGCT-656.5.3.P.3.14.14.2.4.3",5,"TGCT-759.6.3.N.3.11.1.3.4.1",6,0.030923,0.0168,0.933689626390354,-0.2921,0.0320636768173785,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"TGCT_DFI_df377","TGCT-587.5.3.N.1.14.14.2.4.4",5,"TGCT-655.5.3.N.2.20.21.1.4.1",5,0.02529,-0.0988,0.603345654397427,-0.458,2.48485624406592e-05,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"TGCT_DFI_df377","TGCT-678.5.3.N.2.4.4.2.3.1",5,"TGCT-656.5.3.P.3.14.14.2.4.3",5,0.028095,-0.1103,0.567347400975259,0.1617,0.154471075653664,"NEUTRAL (Contextual Noise)"
"TGCT_DFI_df377","TGCT-759.6.3.N.3.11.1.3.4.1",6,"TGCT-656.5.3.P.3.14.14.2.4.3",5,0.030923,0.4976,0.00901529084499795,-0.1242,0.36611857458313,"SYNERGY (Hazard Amplification)"
"TGCT_DFI_df377","TGCT-770.6.3.P.2.1.1.3.3.2",6,"TGCT-679.5.3.P.2.14.14.2.4.1",5,0.039213,0.6184,0.000585352406352621,-0.0222,0.873484346089663,"SYNERGY (Hazard Amplification)"
"TGCT_DFI_df377","TGCT-812.6.3.P.3.7.7.4.4.1",6,"TGCT-655.5.3.N.2.20.21.1.4.1",5,0.030215,0.2591,0.191969250119239,0.0219,0.875381003646381,"SYNERGY (Hazard Amplification)"
"TGCT_DFI_df377","TGCT-611.5.3.N.3.14.23.3.4.5",5,"TGCT-311.5.3.N.3.20.20.3.4.1",5,0.027916,-0.3053,0.121610843989022,-0.0125,0.928285313170951,"ANTAGONISM (Rescue/Protective Effect)"
"TGCT_DFI_df377","TGCT-598.5.3.N.2.14.11.2.3.2",5,"TGCT-311.5.3.N.3.20.20.3.4.1",5,0.041737,-0.1061,0.274270217348515,NA,NA,"NEUTRAL (Contextual Noise)"
"TGCT_DFI_df377","TGCT-679.5.3.P.2.14.14.2.4.1",5,"TGCT-770.6.3.P.2.1.1.3.3.2",6,0.039213,0.6104,0.000437390945235655,-0.2244,0.0467606587835783,"SYNERGY (Hazard Amplification)"
"TGCT_DFI_df377","TGCT-839.6.3.P.2.14.14.4.4.1",6,"TGCT-655.5.3.N.2.20.21.1.4.1",5,0.02477,0.1439,0.473855776379431,-0.5401,2.49115723308315e-05,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"TGCT_DFI_df377","TGCT-673.5.3.N.1.4.14.3.4.2",5,"TGCT-251.5.3.P.3.11.11.2.1.1",5,0.019113,0.6905,0.000101661829076612,-0.216,0.0527277578421804,"SYNERGY (Hazard Amplification)"
